tokens,segmenter_one,segmenter_two,segmenter_three
ngokuyamangalisayo,ng-oku-mangalis-a-yo,ng-oku-mangalis-a-yo,ng-oku-mangalis-a-yo
ngokuyancomekayo,ng-oku-ncomek-a-yo,ng-oku-ncomek-a-yo,ng-oku-ncomek-a-yo
ngokuyaphawulekayo,ng-oku-phawulek-a-yo,ng-oku-phawulek-a-yo,ng-oku-phawulek-a-yo
ngokuyaphikelelayo,ng-oku-phikelel-a-yo,ng-oku-phikelel-a-yo,ng-oku-phikelel-a-yo
ngokuyaphumelelayo,ng-oku-phumelel-a-yo,ng-oku-phumelel-a-yo,ng-oku-phumelel-a-yo
ngokuyaphuthumayo,ng-oku-phuthum-a-yo,ng-oku-phuthum-a-yo,ng-oku-phuthum-a-yo
ngokuyaqhubekayo,ng-oku-qhubek-a-yo,ng-oku-qhubek-a-yo,ng-oku-qhubek-a-yo
ngokuyaqinisekisayo,ng-oku-qinisekis-a-yo,ng-oku-qinisekis-a-yo,ng-oku-qinisekis-a-yo
ngokuyaqondakalayo,ng-oku-qondakal-a-yo,ng-oku-qondakal-a-yo,ng-oku-qondakal-a-yo
ngokuyashaqisayo,ng-oku-shaqis-a-yo,ng-oku-shaqis-a-yo,ng-oku-shaqis-a-yo
ngokuyashelelayo,ng-oku-shelel-a-yo,ng-oku-shelel-a-yo,ng-oku-shelel-a-yo
ngokuyathakazelisayo,ng-oku-thakazelis-a-yo,ng-oku-thakazelis-a-yo,ng-oku-thakazelis-a-yo
ngokuyathuthukayo,ng-oku-thuthuk-a-yo,ng-oku-thuthuk-a-yo,ng-oku-thuthuk-a-yo
ngokuyatusekayo,ng-oku-tusek-a-yo,ng-oku-tusek-a-yo,ng-oku-tusek-a-yo
ngokuyavumayo,ng-oku-vum-a-yo,ng-oku-vum-a-yo,ng-oku-vum-a-yo
ngokuyazayo,ng-oku-z-a-yo,ng-oku-z-a-yo,ng-oku-z-a-yo
ngokuyazumayo,ng-oku-zum-a-yo,ng-oku-zum-a-yo,ng-oku-zum-a-yo
ngokuyazwakalayo,ng-oku-zwakal-a-yo,ng-oku-zwakal-a-yo,ng-oku-zwakal-a-yo
ngokwesigaba,ng-o-kwe-si-gaba,ng-o-kwe-si-gaba,ng-okwe-sigaban-om-a
ngonsalo,ng-o-nsalo,ngo-nsalo,ngo-nsalon-om-a
ngoodwa,ng-o-o-dwa,ng-o-odwa,ng-oodwa
ngoyagxekayo,ng-o-gxek-a-yo,ng-o-gxek-a-yo,ng-o-gxek-a-yo
ngoyakweqisayo,ng-o-kweqis-a-yo,ng-o-kweqis-a-yo,ng-o-kweqis-a-yo
ngoyamangalisayo,ng-o-mangalis-a-yo,ng-o-mangalis-a-yo,ng-o-mangalis-a-yo
ngoyaqinisekisayo,ng-o-qinisekis-a-yo,ng-o-qinisekis-a-yo,ng-o-qinisekis-a-yo
ngoyasekelayo,ng-o-sekel-a-yo,ng-o-sekel-a-yo,ng-o-sekel-a-yo
ngoyazayo,ng-o-z-a-yo,ng-o-z-a-yo,ng-o-z-a-yo
ningachithi,ni-nga-chith-i,ninga-chith-i-gazi,ninga-chith-i
ningamlileli,ni-nga-m-lilel-i,ninga-m-lilel-i,ninga-m-lilel-ik-eph-a
niningwane,niningwane,o-s-e-ku-landis-e-ni,niningwane
ninquma,ni-nqum-a,ni-nqum-a,uku-thi
niyalwa,ni-yalw-a,ni-yalw-a,ni-yalw-an-enz-a
niyokwyokwazi,ni-yo-kw-azi,ni-yokw-azi,niyokw-azi
niyokwyokwenza,ni-yo-kw-enz-a,ni-yokw-enz-a,niyokw-enz-a
niyoyobikela,ni-yo-bikel-a,ni-yo-bikel-a,niyo-bikel-a
niyoyobona,ni-yo-bon-a,ni-yo-bon-a,niyo-bon-a
niyoyochuma,ni-yo-chum-a,ni-yo-chum-a,niyo-chum-a
niyoyofunda,ni-yo-fund-a,ni-yo-fund-a,niyo-fund-a
niyoyonikezwa,ni-yo-nikezw-a,ni-yo-nikezw-a,niyo-nikezw-a
niyoyothola,ni-yo-thol-a,ni-yo-thol-a,niyo-thol-a
nizokwzokwamukela,ni-zo-kw-amukel-a,ni-zokw-amukel-a,nizokw-amukel-a
nizozotholela,ni-zo-tholel-a,ni-zo-tholel-a,nizo-tholel-a
nizozovuma,ni-zo-vum-a,ni-zo-vum-a,nizo-vum-a
nkulumoyefundisayo,n-kulumo-efundis-a-yo,n-kulumo-efundis-a-yo,nkulumo-efundis-a-yo
nobhala,nobhala,w-a-cel-a,nobhala
nobhongoza,nobhongoza,ab-a-hlel-a,nobhongoza
nodube,n-o-dube,no-dube-mbuyazi,no-dube
nokuhlinzeka,n-o-ku-hlinzek-a,e-zo-ku-phath-a,no-ku-hlinzek-a
nokungaphathwa,n-o-ku-nga-phathw-a,no-ku-nga-phathw-a,no-ku-nga-phathw-an-om-a
nommeleli,n-o-m-meleli,no-m-meleli,no-mmeleli
nommeli,n-o-m-meli,no-m-meli,no-mmeli
nomuntu,nomuntu,o-nga-kholw-a,nomuntu
nxazonke,nxazonke,be-s-aba,nxazonke
nyaka,nyaka,ku-lesi,nyaka
nyanga,nyang-a,nyang-a-zonke,nyang-a
nyezane,nyezane,o-mhlophe,nyezane
obeka,o-bek-a,o-bek-a,isibonelo
obemele,o-be-mel-e,obe-mel-e-zonke,obemel-e
obhedayo,o-bhed-a-yo,o-bhed-a-yo,obhed-a-yok-odw-a
obungane,o-bu-ngane,o-bu-ngane,o-bunganea-nikezw-a
obuseza,obu-sez-a,obu-sez-a,obusez-ak-on-a
obuyabandayo,obu-band-a-yo,obu-band-a-yo,obu-band-a-yo
obuyabeleselayo,obu-belesel-a-yo,obu-belesel-a-yo,obu-belesel-a-yo
obuyabonakalayo,obu-bonakal-a-yo,obu-bonakal-a-yo,obu-bonakal-a-yo
obuyabulalayo,obu-bulal-a-yo,obu-bulal-a-yo,obu-bulal-a-yo
obuyacindezelayo,obu-cindezel-a-yo,obu-cindezel-a-yo,obu-cindezel-a-yo
obuyacwebezelayo,obu-cwebezel-a-yo,obu-cwebezel-a-yo,obu-cwebezel-a-yo
obuyadabukisayo,obu-dabukis-a-yo,obu-dabukis-a-yo,obu-dabukis-a-yo
obuyafanayo,obu-fan-a-yo,obu-fan-a-yo,obu-fan-a-yo
obuyafundelwayo,obu-fundelw-a-yo,obu-fundelw-a-yo,obu-fundelw-a-yo
obuyafunekayo,obu-funek-a-yo,obu-funek-a-yo,obu-funek-a-yo
obuyajabulisayo,obu-jabulis-a-yo,obu-jabulis-a-yo,obu-jabulis-a-yo
obuyakhangayo,obu-khang-a-yo,obu-khang-a-yo,obu-khang-a-yo
obuyakholisayo,obu-kholis-a-yo,obu-kholis-a-yo,obu-kholis-a-yo
obuyalandelayo,obu-landel-a-yo,obu-landel-a-yo,obu-landel-a-yo
obuyamangalisayo,obu-mangalis-a-yo,obu-mangalis-a-yo,obu-mangalis-a-yo
obuyanikezwayo,obu-nikezw-a-yo,obu-nikezw-a-yo,obu-nikezw-a-yo
obuyanyantisayo,obu-nyantis-a-yo,obu-nyantis-a-yo,obu-nyantis-a-yo
obuyaphikelelayo,obu-phikelel-a-yo,obu-phikelel-a-yo,obu-phikelel-a-yo
obuyaqabulayo,obu-qabul-a-yo,obu-qabul-a-yo,obu-qabul-a-yo
obuyaqhubekayo,obu-qhubek-a-yo,obu-qhubek-a-yo,obu-qhubek-a-yo
obuyasayo,obu-s-a-yo,obu-s-a-yo,obu-s-a-yo
obuyathakazelisayo,obu-thakazelis-a-yo,obu-thakazelis-a-yo,obu-thakazelis-a-yo
obuyathandekayo,obu-thandek-a-yo,obu-thandek-a-yo,obu-thandek-a-yo
obuyathandwayo,obu-thandw-a-yo,obu-thandw-a-yo,obu-thandw-a-yo
obuyayaluzayo,obu-yaluz-a-yo,obu-yaluz-a-yo,obu-yaluz-a-yo
obyamukelayo,ob-amukel-a-yo,ob-amukel-a-yo,ob-amukel-a-yo
obyandayo,ob-and-a-yo,ob-and-a-yo,ob-and-a-yo
obyandulelayo,ob-andulel-a-yo,ob-andulel-a-yo,ob-andulel-a-yo
obyanelisayo,ob-anelis-a-yo,ob-anelis-a-yo,ob-anelis-a-yo
obyaziyo,ob-azi-yo,ob-azi-yo,ob-azi-yo
obyesabekayo,ob-esabek-a-yo,ob-esabek-a-yo,ob-esabek-a-yo
ochichimayo,o-chichim-a-yo,o-chichim-a-yo,ochichim-a-yon-om-a
ofundisa,o-fundis-a,o-fundis-a,ngo-ku-ningilizw-e
ohlakaniphe,o-hlakaniph-e,kakhulu,o-hlakaniph-e
ohlwanyelela,o-hlwanyelel-a,o-hlwanyelel-a,umoya
ojwayele,ojwayel-e,ojwayel-e,uku-thi
okhokhelwayo,o-khokhelw-a-yo,o-khokhelw-a-yo,okhokhelw-a-yok-eph-a
okhulise,o-khulis-e,o-khulis-e,okhulis-el-ab-a
okokufa,o-ko-ku-f-a,o-ko-ku-f-a,oko-ku-f-ak-eph-a
okokugcina,o-ko-ku-gcin-a,o-ko-ku-gcin-a-zama,oko-ku-gcin-a
okubanikeza,o-ku-ba-nikez-a,o-ku-ba-nikez-a,o-ku-ba-nikez-ak-on-a
okudayisa,oku-dayis-a,oku-dayis-a,ang-enziw-a
okudla,o-ku-dl-a,o-ku-dl-a,o-ku-dl-an-om-a
okudliwayo,o-ku-dliw-a-yo,o-ku-dliw-a-yo-ngoma,oku-dliw-a-yo
okuhamba,oku-hamb-a,oku-hamb-a,okuhamb-akw-ehl-a
okuhlabela,o-ku-hlabel-a,o-ku-hlabel-a,abaphansi
okukhuzayo,o-ku-khuz-a-yo,o-ku-khuz-a-yo,oku-khuz-a-yon-om-a
okunombandela,oku-n-o-m-bandela,oku-no-m-bandela,okuno-mbandelan-om-a
okusekelayo,oku-sekel-a-yo,oku-sekel-a-yo,okusekel-a-yon-om-a
okushintsha,o-ku-shintsh-a,o-ku-shintsh-a,abantu
okushisayenyukayo,o-ku-shis-a-enyuk-a-yo,o-ku-shis-a-enyuk-a-yo,o-ku-shis-a-enyuk-a-yo
okushiyayo,o-ku-shiy-a-yo,o-ku-shiy-a-yo-zulu,oku-shiy-a-yo
okuyababazekayo,oku-babazek-a-yo,oku-babazek-a-yo,oku-babazek-a-yo
okuyabandayo,oku-band-a-yo,oku-band-a-yo,oku-band-a-yo
okuyabekelwayo,oku-bekelw-a-yo,oku-bekelw-a-yo,oku-bekelw-a-yo
okuyabhubhisayo,oku-bhubhis-a-yo,oku-bhubhis-a-yo,oku-bhubhis-a-yo
okuyabonakalayo,oku-bonakal-a-yo,oku-bonakal-a-yo,oku-bonakal-a-yo
okuyabonayo,oku-bon-a-yo,oku-bon-a-yo,oku-bon-a-yo
okuyabongekayo,oku-bongek-a-yo,oku-bongek-a-yo,oku-bongek-a-yo
okuyaboniswayo,oku-bonisw-a-yo,oku-bonisw-a-yo,oku-bonisw-a-yo
okuyabonwayo,oku-bonw-a-yo,oku-bonw-a-yo,oku-bonw-a-yo
okuyabulalayo,oku-bulal-a-yo,oku-bulal-a-yo,oku-bulal-a-yo
okuyacabangayo,oku-cabang-a-yo,oku-cabang-a-yo,oku-cabang-a-yo
okuyacasulayo,oku-casul-a-yo,oku-casul-a-yo,oku-casul-a-yo
okuyachichimayo,oku-chichim-a-yo,oku-chichim-a-yo,oku-chichim-a-yo
okuyadayiswayo,oku-dayisw-a-yo,oku-dayisw-a-yo,oku-dayisw-a-yo
okuyadingayo,oku-ding-a-yo,oku-ding-a-yo,oku-ding-a-yo
okuyadingekayo,oku-dingek-a-yo,oku-dingek-a-yo,oku-dingek-a-yo
okuyadlangayo,oku-dlang-a-yo,oku-dlang-a-yo,oku-dlang-a-yo
okuyadlayo,oku-dl-a-yo,oku-dl-a-yo,oku-dl-a-yo
okuyaduduzayo,oku-duduz-a-yo,oku-duduz-a-yo,oku-duduz-a-yo
okuyadukisayo,oku-dukis-a-yo,oku-dukis-a-yo,oku-dukis-a-yo
okuyadumazayo,oku-dumaz-a-yo,oku-dumaz-a-yo,oku-dumaz-a-yo
okuyafanayo,oku-fan-a-yo,oku-fan-a-yo,oku-fan-a-yo
okuyafayo,oku-f-a-yo,oku-f-a-yo,oku-f-a-yo
okuyafisayo,oku-fis-a-yo,oku-fis-a-yo,oku-fis-a-yo
okuyafunayo,oku-fun-a-yo,oku-fun-a-yo,oku-fun-a-yo
okuyafundayo,oku-fund-a-yo,oku-fund-a-yo,oku-fund-a-yo
okuyafunekayo,oku-funek-a-yo,oku-funek-a-yo,oku-funek-a-yo
okuyafunwayo,oku-funw-a-yo,oku-funw-a-yo,oku-funw-a-yo
okuyagadwayo,oku-gadw-a-yo,oku-gadw-a-yo,oku-gadw-a-yo
okuyagugayo,oku-gug-a-yo,oku-gug-a-yo,oku-gug-a-yo
okuyahlanganyelwayo,oku-hlanganyelw-a-yo,oku-hlanganyelw-a-yo,oku-hlanganyelw-a-yo
okuyahlasimulisayo,oku-hlasimulis-a-yo,oku-hlasimulis-a-yo,oku-hlasimulis-a-yo
okuyahlekisayo,oku-hlekis-a-yo,oku-hlekis-a-yo,oku-hlekis-a-yo
okuyahlukanisayo,oku-hlukanis-a-yo,oku-hlukanis-a-yo,oku-hlukanis-a-yo
okuyajabulisayo,oku-jabulis-a-yo,oku-jabulis-a-yo,oku-jabulis-a-yo
okuyakhandlayo,oku-khandl-a-yo,oku-khandl-a-yo,oku-khandl-a-yo
okuyakhazimulayo,oku-khazimul-a-yo,oku-khazimul-a-yo,oku-khazimul-a-yo
okuyakhulayo,oku-khul-a-yo,oku-khul-a-yo,oku-khul-a-yo
okuyakhuthazayo,oku-khuthaz-a-yo,oku-khuthaz-a-yo,oku-khuthaz-a-yo
okuyakhwantabalisayo,oku-khwantabalis-a-yo,oku-khwantabalis-a-yo,oku-khwantabalis-a-yo
okuyakweletayo,oku-kwelet-a-yo,oku-kwelet-a-yo,oku-kwelet-a-yo
okuyalahlayo,oku-lahl-a-yo,oku-lahl-a-yo,oku-lahl-a-yo
okuyalahlwayo,oku-lahlw-a-yo,oku-lahlw-a-yo,oku-lahlw-a-yo
okuyalandelayo,oku-landel-a-yo,oku-landel-a-yo,oku-landel-a-yo
okuyalimazayo,oku-limaz-a-yo,oku-limaz-a-yo,oku-limaz-a-yo
okuyalinganayo,oku-lingan-a-yo,oku-lingan-a-yo,oku-lingan-a-yo
okuyamangalisayo,oku-mangalis-a-yo,oku-mangalis-a-yo,oku-mangalis-a-yo
okuyanayo,oku-n-a-yo,oku-n-a-yo,oku-n-a-yo
okuyangabazekayo,oku-ngabazek-a-yo,oku-ngabazek-a-yo,oku-ngabazek-a-yo
okuyanqobayo,oku-nqob-a-yo,oku-nqob-a-yo,oku-nqob-a-yo
okuyanyantisayo,oku-nyantis-a-yo,oku-nyantis-a-yo,oku-nyantis-a-yo
okuyanyanyekayo,oku-nyanyek-a-yo,oku-nyanyek-a-yo,oku-nyanyek-a-yo
okuyaphathekayo,oku-phathek-a-yo,oku-phathek-a-yo,oku-phathek-a-yo
okuyaphawulekayo,oku-phawulek-a-yo,oku-phawulek-a-yo,oku-phawulek-a-yo
okuyaphikelelayo,oku-phikelel-a-yo,oku-phikelel-a-yo,oku-phikelel-a-yo
okuyaphilayo,oku-phil-a-yo,oku-phil-a-yo,oku-phil-a-yo
okuyaphumayo,oku-phum-a-yo,oku-phum-a-yo,oku-phum-a-yo
okuyaphumelelayo,oku-phumelel-a-yo,oku-phumelel-a-yo,oku-phumelel-a-yo
okuyaphuphuthekisayo,oku-phuphuthekis-a-yo,oku-phuphuthekis-a-yo,oku-phuphuthekis-a-yo
okuyaphuthumayo,oku-phuthum-a-yo,oku-phuthum-a-yo,oku-phuthum-a-yo
okuyaphuzwayo,oku-phuzw-a-yo,oku-phuzw-a-yo,oku-phuzw-a-yo
okuyaqabulayo,oku-qabul-a-yo,oku-qabul-a-yo,oku-qabul-a-yo
okuyaqalayo,oku-qala-yo,oku-qala-yo,oku-qala-yo
okuyaqhubekayo,oku-qhubek-a-yo,oku-qhubek-a-yo,oku-qhubek-a-yo
okuyaqhugayo,oku-qhug-a-yo,oku-qhug-a-yo,oku-qhug-a-yo
okuyaqubukayo,oku-qubuk-a-yo,oku-qubuk-a-yo,oku-qubuk-a-yo
okuyasebenzayo,oku-sebenz-a-yo,oku-sebenz-a-yo,oku-sebenz-a-yo
okuyasebenzisekayo,oku-sebenzisek-a-yo,oku-sebenzisek-a-yo,oku-sebenzisek-a-yo
okuyashabalalayo,oku-shabalal-a-yo,oku-shabalal-a-yo,oku-shabalal-a-yo
okuyashaqisayo,oku-shaqis-a-yo,oku-shaqis-a-yo,oku-shaqis-a-yo
okuyasheshayo,oku-shesh-a-yo,oku-shesh-a-yo,oku-shesh-a-yo
okuyashintshashintshayo,oku-shintshashintsh-a-yo,oku-shintshashintsh-a-yo,oku-shintshashintsh-a-yo
okuyashisayo,oku-shis-a-yo,oku-shis-a-yo,oku-shis-a-yo
okuyashukumisayo,oku-shukumis-a-yo,oku-shukumis-a-yo,oku-shukumis-a-yo
okuyasilelayo,oku-silel-a-yo,oku-silel-a-yo,oku-silel-a-yo
okuyasindayo,oku-sind-a-yo,oku-sind-a-yo,oku-sind-a-yo
okuyasizayo,oku-siz-a-yo,oku-siz-a-yo,oku-siz-a-yo
okuyathakazelisayo,oku-thakazelis-a-yo,oku-thakazelis-a-yo,oku-thakazelis-a-yo
okuyathandayo,oku-thand-a-yo,oku-thand-a-yo,oku-thand-a-yo
okuyathandekayo,oku-thandek-a-yo,oku-thandek-a-yo,oku-thandek-a-yo
okuyathandwayo,oku-thandw-a-yo,oku-thandw-a-yo,oku-thandw-a-yo
okuyathengwayo,oku-thengw-a-yo,oku-thengw-a-yo,oku-thengw-a-yo
okuyathokozisayo,oku-thokozis-a-yo,oku-thokozis-a-yo,oku-thokozis-a-yo
okuyatholakalayo,oku-tholakal-a-yo,oku-tholakal-a-yo,oku-tholakal-a-yo
okuyatholayo,oku-thol-a-yo,oku-thol-a-yo,oku-thol-a-yo
okuyatusekayo,oku-tusek-a-yo,oku-tusek-a-yo,oku-tusek-a-yo
okuyavikelayo,oku-vikel-a-yo,oku-vikel-a-yo,oku-vikel-a-yo
okuyavunayo,oku-vun-a-yo,oku-vun-a-yo,oku-vun-a-yo
okuyavunwayo,oku-vunw-a-yo,oku-vunw-a-yo,oku-vunw-a-yo
okuyavuthayo,oku-vuth-a-yo,oku-vuth-a-yo,oku-vuth-a-yo
okuyaxwayisayo,oku-xwayis-a-yo,oku-xwayis-a-yo,oku-xwayis-a-yo
okuyazayo,oku-z-a-yo,oku-z-a-yo,oku-z-a-yo
okuyazuzisayo,oku-zuzis-a-yo,oku-zuzis-a-yo,oku-zuzis-a-yo
okuyazwayo,oku-zwa-yo,oku-zwa-yo,oku-zwa-yo
okuzalanisa,o-ku-zalanis-a,o-ku-linganiselw-e,o-ku-zalanis-a
okuzosizakalisa,oku-zo-sizakalis-a,oku-zo-sizakalis-a,izingane
okwakhe,o-kw-akh-e,o-kw-akh-e,okw-akh-e-k-eph-a
okwentokozo,o-kwe-n-tokozo,o-kwe-n-tokozo,okwe-ntokozok-eph-a
okwezithelo,o-kwe-zi-thelo,o-kwe-zi-thelo,ze-mithi
olubandakanya,olu-bandakany-a,imi-sebenzi,olubandakany-a
oluchazwe,olu-chazw-e,nge-nhla,oluchazw-e
oludingekayo,o-lu-dingek-a-yo,o-lu-dingek-a-yo,olu-dingek-a-yon-om-a
olunemininingwane,olu-n-e-mi-niningwane,e-qond-ile,olune-mininingwane
olusetshenziswayo,olu-setshenzisw-a-yo,olu-setshenzisw-a-yo,olusetshenzisw-a-yon-om-a
oluthengwa,olu-thengw-a,kakhulu,olu-thengw-a
oluvaleka,olu-valek-a,olu-valek-a,oluvalek-an-om-a
oluyabandayo,olu-band-a-yo,olu-band-a-yo,olu-band-a-yo
oluyabeleselayo,olu-belesel-a-yo,olu-belesel-a-yo,olu-belesel-a-yo
oluyabhalwayo,olu-bhalw-a-yo,olu-bhalw-a-yo,olu-bhalw-a-yo
oluyabonayo,olu-bon-a-yo,olu-bon-a-yo,olu-bon-a-yo
oluyadakayo,olu-dak-a-yo,olu-dak-a-yo,olu-dak-a-yo
oluyadingekayo,olu-dingek-a-yo,olu-dingek-a-yo,olu-dingek-a-yo
oluyadlangayo,olu-dlang-a-yo,olu-dlang-a-yo,olu-dlang-a-yo
oluyafanayo,olu-fan-a-yo,olu-fan-a-yo,olu-fan-a-yo
oluyafanelekayo,olu-fanelek-a-yo,olu-fanelek-a-yo,olu-fanelek-a-yo
oluyafunayo,olu-fun-a-yo,olu-fun-a-yo,olu-fun-a-yo
oluyagubhayo,olu-gubh-a-yo,olu-gubh-a-yo,olu-gubh-a-yo
oluyajabulisayo,olu-jabulis-a-yo,olu-jabulis-a-yo,olu-jabulis-a-yo
oluyakhandlayo,olu-khandl-a-yo,olu-khandl-a-yo,olu-khandl-a-yo
oluyakhathazayo,olu-khathaz-a-yo,olu-khathaz-a-yo,olu-khathaz-a-yo
oluyakhulayo,olu-khul-a-yo,olu-khul-a-yo,olu-khul-a-yo
oluyakhulunywayo,olu-khulunyw-a-yo,olu-khulunyw-a-yo,olu-khulunyw-a-yo
oluyakhwantabalisayo,olu-khwantabalis-a-yo,olu-khwantabalis-a-yo,olu-khwantabalis-a-yo
oluyalandelayo,olu-landel-a-yo,olu-landel-a-yo,olu-landel-a-yo
oluyamangalisayo,olu-mangalis-a-yo,olu-mangalis-a-yo,olu-mangalis-a-yo
oluyanethayo,olu-neth-a-yo,olu-neth-a-yo,olu-neth-a-yo
oluyaphawulekayo,olu-phawulek-a-yo,olu-phawulek-a-yo,olu-phawulek-a-yo
oluyaphazamisayo,olu-phazamis-a-yo,olu-phazamis-a-yo,olu-phazamis-a-yo
oluyaphikisayo,olu-phikis-a-yo,olu-phikis-a-yo,olu-phikis-a-yo
oluyaphuthumayo,olu-phuthum-a-yo,olu-phuthum-a-yo,olu-phuthum-a-yo
oluyaqhubekayo,olu-qhubek-a-yo,olu-qhubek-a-yo,olu-qhubek-a-yo
oluyasabekayo,olu-sabek-a-yo,olu-sabek-a-yo,olu-sabek-a-yo
oluyashelelayo,olu-shelel-a-yo,olu-shelel-a-yo,olu-shelel-a-yo
oluyasheshayo,olu-shesh-a-yo,olu-shesh-a-yo,olu-shesh-a-yo
oluyashisayo,olu-shis-a-yo,olu-shis-a-yo,olu-shis-a-yo
oluyasondelayo,olu-sondel-a-yo,olu-sondel-a-yo,olu-sondel-a-yo
oluyathandayo,olu-thand-a-yo,olu-thand-a-yo,olu-thand-a-yo
oluyatholakalayo,olu-tholakal-a-yo,olu-tholakal-a-yo,olu-tholakal-a-yo
oluyavuselelwayo,olu-vuselelw-a-yo,olu-vuselelw-a-yo,olu-vuselelw-a-yo
oluyavuthayo,olu-vuth-a-yo,olu-vuth-a-yo,olu-vuth-a-yo
oluyavuzayo,olu-vuz-a-yo,olu-vuz-a-yo,olu-vuz-a-yo
oluyaxwayisayo,olu-xwayis-a-yo,olu-xwayis-a-yo,olu-xwayis-a-yo
oluyazayo,olu-z-a-yo,olu-z-a-yo,olu-z-a-yo
oluyazuzisayo,olu-zuzis-a-yo,olu-zuzis-a-yo,olu-zuzis-a-yo
omhlaba,o-m-hlaba,o-m-hlaba,o-mhlabaa-fun-a
ommele,o-m-mel-e,o-m-mel-e,om-mel-e
ommisele,o-m-misel-e,o-m-misel-e,om-misel-e
omodwa,o-m-odw-a,o-m-odw-a-wabo,om-odw-a
onale,o-nal-e,o-nal-e-nkinga,onal-e
ongalayi,o-nga-lay-i,o-nga-lay-i,ongalay-ia-m-a
ongawuthandi,o-nga-wu-thand-i,o-nga-wu-thand-i,ongawu-thand-in-om-a
ongcolile,o-ngcol-ile,o-ngcol-ile,ongcol-ilen-om-a
ongibonile,o-ngi-bon-ile,o-ngi-bon-ile-mina,ongi-bon-ile
onikhathazayo,o-ni-khathaz-a-yo,o-ni-khathaz-a-yo,uya-ku-thwal-a
oniloyileyo,o-ni-loy-ile-yo,o-ni-loy-ile-yo-nina,oni-loy-ile-yo
onizwayo,o-ni-zwa-yo,o-ni-zwa-yo-nina,oni-zwa-yo
ononya,o-n-o-nya,o-no-nya,u-hluph-a
onqanda,o-nqand-a,o-nqand-a,onqand-an-om-a
ophonsa,o-phons-a,o-phons-a,nge-ziphonso
osekulandiseni,o-s-e-ku-landis-e-ni,kwe-z-enzo,os-e-ku-landis-e-ni
oshwabadele,o-shwabadel-e,o-shwabadel-e-nxazonke,oshwabadel-e
owabulawa,ow-a-bulaw-a,ow-a-bulaw-a-phakathi,owa-bulaw-a
owahlangana,ow-a-hlangan-a,ow-a-hlangan-a-layo,owa-hlangan-a
owakhomba,ow-a-khomb-a,yena,owa-khomb-a
owamunye,o-wa-muny-e,o-wa-muny-e,owa-muny-ek-eph-a
owasebenzisayo,o-wa-sebenzis-a-yo,o-wa-sebenzis-a-yo,azi-zwe
owasikwa,ow-a-sikw-a,ow-a-sikw-a,owa-sikw-an-om-a
owonakalayo,o-w-onakal-a-yo,o-w-onakal-a-yo,a-bonis-a
owyakhayo,ow-akh-a-yo,ow-akh-a-yo,ow-akh-a-yo
owyalayo,ow-al-a-yo,ow-al-a-yo,ow-al-a-yo
owyamukelekayo,ow-amukelek-a-yo,ow-amukelek-a-yo,ow-amukelek-a-yo
owyamukelwayo,ow-amukelw-a-yo,ow-amukelw-a-yo,ow-amukelw-a-yo
owyandayo,ow-and-a-yo,ow-and-a-yo,ow-and-a-yo
owyanelisayo,ow-anelis-a-yo,ow-anelis-a-yo,ow-anelis-a-yo
owyaziwayo,ow-aziw-a-yo,ow-aziw-a-yo,ow-aziw-a-yo
owyaziyo,ow-azi-yo,ow-azi-yo,ow-azi-yo
owyebayo,ow-eb-a-yo,ow-eb-a-yo,ow-eb-a-yo
owyehlayo,ow-ehl-a-yo,ow-ehl-a-yo,ow-ehl-a-yo
owyehlelayo,ow-ehlel-a-yo,ow-ehlel-a-yo,ow-ehlel-a-yo
owyelaphekayo,ow-elaphek-a-yo,ow-elaphek-a-yo,ow-elaphek-a-yo
owyenqabelayo,ow-enqabel-a-yo,ow-enqabel-a-yo,ow-enqabel-a-yo
owyenzayo,ow-enz-a-yo,ow-enz-a-yo,ow-enz-a-yo
owyenziwayo,ow-enziw-a-yo,ow-enziw-a-yo,ow-enziw-a-yo
owyeqisayo,ow-eqis-a-yo,ow-eqis-a-yo,ow-eqis-a-yo
owyesabekayo,ow-esabek-a-yo,ow-esabek-a-yo,ow-esabek-a-yo
owyethembisayo,ow-ethembis-a-yo,ow-ethembis-a-yo,ow-ethembis-a-yo
owyethusayo,ow-ethus-a-yo,ow-ethus-a-yo,ow-ethus-a-yo
owyeyisayo,ow-eyis-a-yo,ow-eyis-a-yo,ow-eyis-a-yo
oyabalekayo,o-balek-a-yo,o-balek-a-yo,o-balek-a-yo
oyabandayo,o-band-a-yo,o-band-a-yo,o-band-a-yo
oyabeleselayo,o-belesel-a-yo,o-belesel-a-yo,o-belesel-a-yo
oyabhalayo,o-bhal-a-yo,o-bhal-a-yo,o-bhal-a-yo
oyabhalisayo,o-bhalis-a-yo,o-bhalis-a-yo,o-bhalis-a-yo
oyabhemayo,o-bhem-a-yo,o-bhem-a-yo,o-bhem-a-yo
oyabhodlayo,o-bhodl-a-yo,o-bhodl-a-yo,o-bhodl-a-yo
oyabhulayo,o-bhul-a-yo,o-bhul-a-yo,o-bhul-a-yo
oyabhuqayo,o-bhuq-a-yo,o-bhuq-a-yo,o-bhuq-a-yo
oyabizayo,o-biz-a-yo,o-biz-a-yo,o-biz-a-yo
oyabolekayo,o-bolek-a-yo,o-bolek-a-yo,o-bolek-a-yo
oyabolekisayo,o-bolekis-a-yo,o-bolekis-a-yo,o-bolekis-a-yo
